cohorts_month,life_month,active_players,paying_players,active_subscribers,total_sub_revenue,total_purchase_revenue,total_items_bought,cohort_size,retention_rate
2018-01-01,38.0,27,10,2,400.0,5274.52,18.0,211,0.12796208530805686
2018-01-01,39.0,25,7,1,200.0,2134.24,11.0,211,0.11848341232227488
2018-01-01,40.0,25,8,2,700.0,5568.65,18.0,211,0.11848341232227488
2018-01-01,41.0,25,11,2,700.0,8259.91,27.0,211,0.11848341232227488
2018-01-01,42.0,22,9,2,700.0,6941.860000000001,28.0,211,0.10426540284360189
2018-01-01,43.0,19,10,5,1600.0,7066.0,28.0,211,0.09004739336492891
2018-01-01,44.0,25,13,7,2300.0,14723.71,63.0,211,0.11848341232227488
2018-01-01,45.0,23,10,7,2300.0,3883.0,18.0,211,0.10900473933649289
2018-01-01,46.0,21,12,7,2000.0,7607.1,32.0,211,0.0995260663507109
2018-01-01,47.0,24,15,6,1500.0,11746.42,41.0,211,0.11374407582938388
2018-01-01,48.0,22,9,5,1000.0,4483.63,20.0,211,0.10426540284360189
2018-01-01,49.0,20,11,5,1300.0,9787.15,45.0,211,0.0947867298578199
2018-01-01,50.0,20,12,5,1300.0,4072.0,16.0,211,0.0947867298578199
2018-01-01,51.0,17,5,2,1200.0,4139.3,19.0,211,0.08056872037914692
2018-01-01,52.0,16,8,3,1700.0,7759.7,29.0,211,0.07582938388625593
2018-01-01,53.0,18,9,2,700.0,4263.0,19.0,211,0.08530805687203792
2018-01-01,54.0,19,9,2,700.0,9255.4,40.0,211,0.09004739336492891
2018-01-01,55.0,21,12,2,700.0,10405.19,35.0,211,0.0995260663507109
2018-01-01,56.0,24,10,2,400.0,5414.48,22.0,211,0.11374407582938388
2018-01-01,57.0,27,9,3,600.0,8621.619999999999,35.0,211,0.12796208530805686
2018-01-01,58.0,31,15,3,600.0,10262.3,52.0,211,0.14691943127962084
2018-01-01,59.0,27,7,1,200.0,4880.65,24.0,211,0.12796208530805686
2018-01-01,60.0,31,12,2,400.0,10809.61,39.0,211,0.14691943127962084
2018-02-01,0.0,146,62,9,3000.0,47206.66,194.0,146,1.0
2018-02-01,1.0,117,66,15,5000.0,48053.07,207.0,146,0.8013698630136986
2018-02-01,2.0,88,47,19,6600.0,38185.56,168.0,146,0.6027397260273972
2018-02-01,3.0,65,36,19,6900.0,22858.23,90.0,146,0.4452054794520548
2018-02-01,4.0,53,30,14,5000.0,17168.98,71.0,146,0.363013698630137
2018-02-01,5.0,38,20,12,4300.0,12749.02,54.0,146,0.2602739726027397
2018-02-01,6.0,32,19,11,3600.0,11891.89,52.0,146,0.2191780821917808
2018-02-01,7.0,32,23,10,2600.0,25206.0,92.0,146,0.2191780821917808
2018-02-01,8.0,31,17,11,2800.0,16972.06,73.0,146,0.21232876712328766
2018-02-01,9.0,20,17,13,4500.0,17566.03,74.0,146,0.136986301369863
2018-02-01,10.0,15,13,11,3800.0,9940.98,39.0,146,0.10273972602739725
2018-02-01,11.0,13,12,10,3200.0,7217.04,29.0,146,0.08904109589041095
2018-02-01,12.0,7,9,9,2700.0,4005.13,18.0,146,0.04794520547945205
2018-02-01,13.0,9,11,8,1900.0,6835.75,25.0,146,0.06164383561643835
2018-02-01,14.0,8,10,6,1500.0,1904.0,10.0,146,0.0547945205479452
2018-02-01,15.0,13,9,6,1500.0,1262.0,7.0,146,0.08904109589041095
2018-02-01,16.0,13,11,6,1500.0,4984.51,24.0,146,0.08904109589041095
2018-02-01,17.0,12,9,7,2200.0,6448.539999999999,20.0,146,0.0821917808219178
2018-02-01,18.0,14,11,10,3400.0,15317.26,62.0,146,0.0958904109589041
2018-02-01,19.0,12,9,9,2700.0,7707.2,40.0,146,0.0821917808219178
2018-02-01,20.0,13,12,10,2900.0,14648.720000000001,67.0,146,0.08904109589041095
2018-02-01,21.0,14,10,8,2500.0,9153.259999999998,32.0,146,0.0958904109589041
2018-02-01,22.0,9,4,3,600.0,3931.17,16.0,146,0.06164383561643835
2018-02-01,23.0,15,9,2,900.0,5797.45,26.0,146,0.10273972602739725
2018-02-01,24.0,14,7,2,700.0,1922.0,9.0,146,0.0958904109589041
2018-02-01,25.0,18,10,2,700.0,8538.5,35.0,146,0.1232876712328767
2018-02-01,26.0,18,3,2,700.0,2214.1,14.0,146,0.1232876712328767
2018-02-01,27.0,22,8,5,1600.0,5051.79,23.0,146,0.1506849315068493
2018-02-01,28.0,21,9,6,1800.0,9071.47,34.0,146,0.14383561643835616
2018-02-01,29.0,21,9,4,1100.0,4971.84,26.0,146,0.14383561643835616
2018-02-01,30.0,17,10,2,400.0,12085.96,44.0,146,0.11643835616438356
2018-02-01,31.0,19,11,2,400.0,11388.97,35.0,146,0.13013698630136986
2018-02-01,32.0,17,5,1,200.0,3179.0,11.0,146,0.11643835616438356
2018-02-01,33.0,17,11,2,700.0,10623.98,37.0,146,0.11643835616438356
2018-02-01,34.0,17,7,2,700.0,6379.8099999999995,24.0,146,0.11643835616438356
2018-02-01,35.0,17,10,2,700.0,10750.05,37.0,146,0.11643835616438356
2018-02-01,36.0,16,6,3,900.0,4633.64,17.0,146,0.1095890410958904
2018-02-01,37.0,13,8,3,900.0,10196.55,31.0,146,0.08904109589041095
2018-02-01,38.0,14,5,4,1400.0,4513.1,23.0,146,0.0958904109589041
2018-02-01,39.0,17,9,5,1900.0,7808.700000000001,29.0,146,0.11643835616438356
2018-02-01,40.0,19,11,5,2200.0,12845.25,54.0,146,0.13013698630136986
2018-02-01,41.0,20,8,6,2700.0,9240.63,33.0,146,0.136986301369863
2018-02-01,42.0,19,10,6,2700.0,4921.55,21.0,146,0.13013698630136986
2018-02-01,43.0,16,10,7,2900.0,6154.4,26.0,146,0.1095890410958904
2018-02-01,44.0,14,8,5,2200.0,4449.360000000001,18.0,146,0.0958904109589041
2018-02-01,45.0,14,12,6,2100.0,10059.58,37.0,146,0.0958904109589041
2018-02-01,46.0,18,8,4,1100.0,6800.2,32.0,146,0.1232876712328767
2018-02-01,47.0,17,8,4,1100.0,5047.55,18.0,146,0.11643835616438356
2018-02-01,48.0,16,4,3,600.0,714.0,4.0,146,0.1095890410958904
2018-02-01,49.0,15,7,2,400.0,3075.0,12.0,146,0.10273972602739725
2018-02-01,50.0,17,7,1,200.0,4106.0,16.0,146,0.11643835616438356
2018-02-01,51.0,17,7,2,400.0,5662.6,28.0,146,0.11643835616438356
2018-02-01,52.0,12,7,3,600.0,5812.530000000001,24.0,146,0.0821917808219178
2018-02-01,53.0,12,8,3,600.0,2783.0,16.0,146,0.0821917808219178
2018-02-01,54.0,13,6,3,600.0,2866.0,11.0,146,0.08904109589041095
2018-02-01,55.0,16,7,3,900.0,4356.9,18.0,146,0.1095890410958904
2018-02-01,56.0,15,8,4,1100.0,5191.71,18.0,146,0.10273972602739725
2018-02-01,57.0,16,12,6,1500.0,8933.02,38.0,146,0.1095890410958904
2018-02-01,58.0,16,9,5,1300.0,7762.0,25.0,146,0.1095890410958904
2018-02-01,59.0,20,7,2,700.0,6269.2,27.0,146,0.136986301369863
2018-03-01,0.0,1668,586,72,20600.0,462277.87,1811.0,1668,1.0
2018-03-01,1.0,1297,537,140,41300.0,429170.25,1658.0,1668,0.7775779376498801
2018-03-01,2.0,966,464,173,53300.0,374348.88,1507.0,1668,0.579136690647482
2018-03-01,3.0,736,385,200,62200.0,311103.34,1228.0,1668,0.4412470023980815
2018-03-01,4.0,595,336,180,56100.0,238478.32,1003.0,1668,0.3567146282973621
2018-03-01,5.0,490,286,163,49900.0,187323.26,760.0,1668,0.29376498800959233
2018-03-01,6.0,406,253,146,44600.0,179230.94,739.0,1668,0.2434052757793765
2018-03-01,7.0,336,196,118,36200.0,110246.24,468.0,1668,0.2014388489208633
2018-03-01,8.0,307,174,100,30100.0,119213.09,491.0,1668,0.18405275779376498
2018-03-01,9.0,287,171,94,27100.0,121440.6,445.0,1668,0.1720623501199041
2018-03-01,10.0,262,141,88,24500.0,99874.06999999999,404.0,1668,0.15707434052757793
2018-03-01,11.0,245,152,86,24400.0,112756.04,448.0,1668,0.14688249400479617
2018-03-01,12.0,220,153,82,24700.0,94556.26,364.0,1668,0.13189448441247004
2018-03-01,13.0,208,126,65,20100.0,69921.41,284.0,1668,0.12470023980815348
2018-03-01,14.0,208,115,56,16900.0,77464.3,328.0,1668,0.12470023980815348
2018-03-01,15.0,207,106,48,14100.0,70378.4,294.0,1668,0.12410071942446044
2018-03-01,16.0,208,107,51,15600.0,83584.92,311.0,1668,0.12470023980815348
2018-03-01,17.0,202,120,56,17100.0,83856.26,331.0,1668,0.1211031175059952
2018-03-01,18.0,209,108,54,15600.0,76200.35,316.0,1668,0.12529976019184652
2018-03-01,19.0,201,113,48,14900.0,79406.19,306.0,1668,0.12050359712230216
2018-03-01,20.0,188,103,49,15200.0,82057.55,341.0,1668,0.11270983213429256
2018-03-01,21.0,210,109,48,16100.0,71461.34,261.0,1668,0.12589928057553956
2018-03-01,22.0,208,109,46,14500.0,84448.71,340.0,1668,0.12470023980815348
2018-03-01,23.0,201,113,46,14500.0,80906.13,300.0,1668,0.12050359712230216
2018-03-01,24.0,203,105,48,15000.0,76211.92,301.0,1668,0.12170263788968826
2018-03-01,25.0,197,106,47,14800.0,86552.02,333.0,1668,0.11810551558752998
2018-03-01,26.0,200,93,44,13300.0,77698.94,300.0,1668,0.11990407673860912
2018-03-01,27.0,192,102,48,15000.0,57970.62,240.0,1668,0.11510791366906475
2018-03-01,28.0,187,96,49,14600.0,69609.52,269.0,1668,0.11211031175059952
2018-03-01,29.0,172,102,48,14100.0,65635.02,259.0,1668,0.10311750599520383
2018-03-01,30.0,180,103,47,15000.0,75391.54,300.0,1668,0.1079136690647482
2018-03-01,31.0,193,95,44,13200.0,66541.01,275.0,1668,0.1157074340527578
2018-03-01,32.0,179,86,42,12300.0,76727.92,306.0,1668,0.10731414868105515
2018-03-01,33.0,189,88,39,12200.0,66549.69,274.0,1668,0.11330935251798561
2018-03-01,34.0,206,95,38,11400.0,67664.76,254.0,1668,0.12350119904076738
2018-03-01,35.0,210,93,35,10900.0,76183.32,317.0,1668,0.12589928057553956
2018-03-01,36.0,211,95,38,12000.0,73138.85,293.0,1668,0.1264988009592326
2018-03-01,37.0,204,98,35,11100.0,55813.16,228.0,1668,0.1223021582733813
2018-03-01,38.0,192,91,32,10400.0,77060.97,283.0,1668,0.11510791366906475
2018-03-01,39.0,195,88,34,11000.0,60564.4,235.0,1668,0.11690647482014388
2018-03-01,40.0,186,88,35,11300.0,64290.61,252.0,1668,0.11151079136690648
2018-03-01,41.0,189,99,47,15200.0,74152.93,308.0,1668,0.11330935251798561
2018-03-01,42.0,199,95,46,14600.0,59178.24,225.0,1668,0.11930455635491606
2018-03-01,43.0,186,93,41,12100.0,78424.5,313.0,1668,0.11151079136690648
2018-03-01,44.0,186,84,41,12400.0,57661.01,231.0,1668,0.11151079136690648
2018-03-01,45.0,190,78,36,10800.0,56963.26,228.0,1668,0.11390887290167866
2018-03-01,46.0,202,101,43,12700.0,82907.56,349.0,1668,0.1211031175059952
2018-03-01,47.0,195,82,42,12900.0,69712.01,293.0,1668,0.11690647482014388
2018-03-01,48.0,203,97,45,13600.0,69129.01,288.0,1668,0.12170263788968826
2018-03-01,49.0,189,92,46,13300.0,65439.22,273.0,1668,0.11330935251798561
2018-03-01,50.0,187,101,48,14100.0,69172.03,281.0,1668,0.11211031175059952
2018-03-01,51.0,186,98,55,16700.0,73032.34,281.0,1668,0.11151079136690648
2018-03-01,52.0,200,109,50,15600.0,83010.58,333.0,1668,0.11990407673860912
2018-03-01,53.0,184,100,51,14700.0,66986.38,273.0,1668,0.11031175059952038
2018-03-01,54.0,210,107,49,14200.0,78144.15,287.0,1668,0.12589928057553956
2018-03-01,55.0,209,114,51,14700.0,77968.13,322.0,1668,0.12529976019184652
2018-03-01,56.0,195,97,45,14000.0,68494.75,288.0,1668,0.11690647482014388
2018-03-01,57.0,184,94,40,11900.0,62098.7,224.0,1668,0.11031175059952038
2018-03-01,58.0,190,98,34,10200.0,68984.6,257.0,1668,0.11390887290167866
2018-04-01,0.0,230,90,14,3400.0,90599.04,328.0,230,1.0
2018-04-01,1.0,179,63,20,5400.0,44286.41,191.0,230,0.7782608695652173
2018-04-01,2.0,133,63,22,5900.0,46655.91,204.0,230,0.5782608695652174
2018-04-01,3.0,109,57,21,5700.0,39080.66,163.0,230,0.47391304347826085
2018-04-01,4.0,90,48,20,5400.0,40080.81,164.0,230,0.391304347826087
2018-04-01,5.0,67,35,22,5300.0,19805.52,72.0,230,0.29130434782608694
2018-04-01,6.0,52,33,17,3700.0,22591.63,95.0,230,0.22608695652173913
2018-04-01,7.0,48,34,19,4100.0,33176.17,129.0,230,0.20869565217391303
2018-04-01,8.0,39,31,19,4300.0,32608.65,130.0,230,0.16956521739130434
2018-04-01,9.0,37,29,21,4800.0,21946.260000000002,95.0,230,0.1608695652173913
2018-04-01,10.0,36,22,19,4700.0,18736.239999999998,70.0,230,0.1565217391304348
2018-04-01,11.0,34,32,19,4700.0,25333.62,106.0,230,0.14782608695652175
2018-04-01,12.0,37,23,16,3800.0,18068.02,81.0,230,0.1608695652173913
2018-04-01,13.0,42,20,13,3500.0,12934.21,51.0,230,0.1826086956521739
2018-04-01,14.0,33,21,9,2700.0,10102.9,45.0,230,0.14347826086956522
2018-04-01,15.0,32,22,10,3500.0,16978.95,68.0,230,0.1391304347826087
2018-04-01,16.0,27,19,11,3700.0,7590.73,33.0,230,0.11739130434782609
2018-04-01,17.0,23,14,8,2500.0,8688.119999999999,24.0,230,0.1
2018-04-01,18.0,21,10,6,2100.0,2239.0,5.0,230,0.09130434782608696
2018-04-01,19.0,23,8,5,1900.0,1463.0,5.0,230,0.1
2018-04-01,20.0,21,9,5,2200.0,4636.8,14.0,230,0.09130434782608696
2018-04-01,21.0,20,10,4,1700.0,2365.0,10.0,230,0.08695652173913043
2018-04-01,22.0,24,6,2,1000.0,5639.7,27.0,230,0.10434782608695652
2018-04-01,23.0,25,9,3,1500.0,4200.9,19.0,230,0.10869565217391304
2018-04-01,24.0,28,12,5,1600.0,12042.0,44.0,230,0.12173913043478261
2018-04-01,25.0,33,13,6,1800.0,9903.14,44.0,230,0.14347826086956522
2018-04-01,26.0,30,9,5,1800.0,16120.41,46.0,230,0.13043478260869565
2018-04-01,27.0,33,14,5,1300.0,11951.66,48.0,230,0.14347826086956522
2018-04-01,28.0,30,16,6,1800.0,14925.53,63.0,230,0.13043478260869565
2018-04-01,29.0,27,12,7,2800.0,13938.14,58.0,230,0.11739130434782609
2018-04-01,30.0,26,13,10,3700.0,11693.66,55.0,230,0.11304347826086956
2018-04-01,31.0,23,16,11,3700.0,19296.83,83.0,230,0.1
2018-04-01,32.0,25,17,11,4200.0,14139.18,62.0,230,0.10869565217391304
2018-04-01,33.0,23,15,9,3200.0,6727.71,29.0,230,0.1
2018-04-01,34.0,19,10,8,2200.0,3275.32,12.0,230,0.08260869565217391
2018-04-01,35.0,19,6,3,900.0,5704.23,18.0,230,0.08260869565217391
2018-04-01,36.0,21,9,2,700.0,2386.0,12.0,230,0.09130434782608696
2018-04-01,37.0,18,5,1,500.0,1764.0,8.0,230,0.0782608695652174
2018-04-01,38.0,21,10,3,900.0,9033.27,32.0,230,0.09130434782608696
2018-04-01,39.0,24,12,2,400.0,6229.0,27.0,230,0.10434782608695652
2018-04-01,40.0,23,11,1,200.0,6964.139999999999,33.0,230,0.1
2018-04-01,41.0,23,4,1,200.0,2039.0,8.0,230,0.1
2018-04-01,42.0,26,9,0,0.0,8678.0,26.0,230,0.11304347826086956
2018-04-01,43.0,25,7,1,200.0,6082.16,26.0,230,0.10869565217391304
2018-04-01,44.0,22,8,2,900.0,6897.3,29.0,230,0.09565217391304348
2018-04-01,45.0,22,10,2,900.0,7165.1,32.0,230,0.09565217391304348
2018-04-01,46.0,27,7,3,1400.0,6715.2,35.0,230,0.11739130434782609
2018-04-01,47.0,29,10,3,1400.0,8910.78,40.0,230,0.12608695652173912
2018-04-01,48.0,28,15,6,2600.0,18005.57,69.0,230,0.12173913043478261
2018-04-01,49.0,26,13,7,2800.0,15214.93,71.0,230,0.11304347826086956
2018-04-01,50.0,30,11,7,2800.0,7659.11,36.0,230,0.13043478260869565
2018-04-01,51.0,26,14,7,2300.0,7116.2,29.0,230,0.11304347826086956
2018-04-01,52.0,29,11,6,2100.0,9803.2,38.0,230,0.12608695652173912
2018-04-01,53.0,30,15,8,2200.0,15673.98,60.0,230,0.13043478260869565
2018-04-01,54.0,28,16,8,2500.0,13151.16,53.0,230,0.12173913043478261
2018-04-01,55.0,27,13,7,2300.0,15407.93,47.0,230,0.11739130434782609
2018-04-01,56.0,22,11,9,3000.0,11929.0,43.0,230,0.09565217391304348
2018-04-01,57.0,23,13,9,2700.0,10195.779999999999,40.0,230,0.1
2018-05-01,0.0,117,46,6,1500.0,38902.4,155.0,117,1.0
2018-05-01,1.0,85,34,7,1700.0,32292.6,130.0,117,0.7264957264957265
2018-05-01,2.0,62,30,7,1700.0,24291.08,86.0,117,0.5299145299145299
2018-05-01,3.0,52,27,13,2900.0,27732.92,95.0,117,0.4444444444444444
2018-05-01,4.0,39,22,10,2000.0,13742.83,52.0,117,0.3333333333333333
2018-05-01,5.0,37,18,7,1400.0,20980.06,72.0,117,0.3162393162393162
2018-05-01,6.0,27,13,8,2100.0,8397.28,45.0,117,0.23076923076923078
2018-05-01,7.0,20,7,4,1100.0,6480.67,28.0,117,0.17094017094017094
2018-05-01,8.0,17,8,3,900.0,6456.7,20.0,117,0.1452991452991453
2018-05-01,9.0,17,5,3,900.0,8364.630000000001,22.0,117,0.1452991452991453
2018-05-01,10.0,15,8,4,1100.0,3300.3,13.0,117,0.1282051282051282
2018-05-01,11.0,18,8,4,1100.0,4533.41,22.0,117,0.15384615384615385
2018-05-01,12.0,14,9,4,1100.0,3391.0,15.0,117,0.11965811965811966
2018-05-01,13.0,11,4,1,200.0,3606.0,9.0,117,0.09401709401709402
2018-05-01,14.0,14,4,1,200.0,1181.0,5.0,117,0.11965811965811966
2018-05-01,15.0,15,9,1,200.0,3944.0,14.0,117,0.1282051282051282
2018-05-01,16.0,17,4,2,700.0,2906.9,7.0,117,0.1452991452991453
2018-05-01,17.0,17,8,2,700.0,7307.0599999999995,29.0,117,0.1452991452991453
2018-05-01,18.0,14,5,4,1100.0,4392.7,21.0,117,0.11965811965811966
2018-05-01,19.0,14,10,4,1100.0,7495.88,34.0,117,0.11965811965811966
2018-05-01,20.0,14,7,4,800.0,7507.8099999999995,37.0,117,0.11965811965811966
2018-05-01,21.0,18,12,6,1500.0,12886.83,49.0,117,0.15384615384615385
2018-05-01,22.0,17,7,3,900.0,3512.91,15.0,117,0.1452991452991453
2018-05-01,23.0,17,11,3,900.0,11432.63,40.0,117,0.1452991452991453
2018-05-01,24.0,12,7,3,900.0,2844.64,15.0,117,0.10256410256410256
2018-05-01,25.0,13,11,5,1300.0,9482.57,39.0,117,0.1111111111111111
2018-05-01,26.0,13,7,5,1600.0,10921.369999999999,44.0,117,0.1111111111111111
2018-05-01,27.0,13,9,6,1800.0,8046.63,31.0,117,0.1111111111111111
2018-05-01,28.0,13,7,5,1300.0,6322.41,20.0,117,0.1111111111111111
2018-05-01,29.0,12,7,3,900.0,7421.91,23.0,117,0.10256410256410256
2018-05-01,30.0,13,6,3,600.0,4871.04,21.0,117,0.1111111111111111
2018-05-01,31.0,12,8,4,800.0,6026.85,22.0,117,0.10256410256410256
2018-05-01,32.0,10,6,3,600.0,3756.16,14.0,117,0.08547008547008547
2018-05-01,33.0,14,6,3,600.0,4010.79,20.0,117,0.11965811965811966
2018-05-01,34.0,14,8,3,900.0,4046.7,17.0,117,0.11965811965811966
2018-05-01,35.0,10,6,4,1100.0,5976.84,26.0,117,0.08547008547008547
2018-05-01,36.0,13,9,5,1300.0,13064.14,44.0,117,0.1111111111111111
2018-05-01,37.0,12,9,7,2000.0,12576.44,54.0,117,0.10256410256410256
2018-05-01,38.0,17,9,7,2000.0,3936.9,14.0,117,0.1452991452991453
2018-05-01,39.0,17,13,6,1500.0,9202.15,33.0,117,0.1452991452991453
2018-05-01,40.0,16,10,5,1300.0,6647.55,25.0,117,0.13675213675213677
2018-05-01,41.0,18,12,6,1800.0,5299.85,21.0,117,0.15384615384615385
2018-05-01,42.0,17,8,6,1800.0,4973.9,20.0,117,0.1452991452991453
2018-05-01,43.0,17,10,5,1300.0,5777.94,23.0,117,0.1452991452991453
2018-05-01,44.0,15,10,5,1300.0,2935.6,13.0,117,0.1282051282051282
2018-05-01,45.0,17,10,6,1500.0,9315.0,41.0,117,0.1452991452991453
2018-05-01,46.0,13,10,5,1300.0,6023.83,27.0,117,0.1111111111111111
2018-05-01,47.0,15,9,4,1100.0,4412.9,18.0,117,0.1282051282051282
2018-05-01,48.0,14,9,3,900.0,3803.0,19.0,117,0.11965811965811966
2018-05-01,49.0,11,1,1,200.0,0.0,0.0,117,0.09401709401709402
2018-05-01,50.0,13,0,0,0.0,0.0,0.0,117,0.1111111111111111
2018-05-01,51.0,12,7,0,0.0,4053.0,15.0,117,0.10256410256410256
2018-05-01,52.0,16,2,1,500.0,2959.7,9.0,117,0.13675213675213677
2018-05-01,53.0,23,12,3,1200.0,10848.5,40.0,117,0.19658119658119658
2018-05-01,54.0,22,9,3,1200.0,6149.86,28.0,117,0.18803418803418803
2018-05-01,55.0,20,11,4,1100.0,7543.84,38.0,117,0.17094017094017094
2018-05-01,56.0,15,9,6,2000.0,3887.14,16.0,117,0.1282051282051282
2018-06-01,0.0,295,110,13,4300.0,91438.84,342.0,295,1.0
2018-06-01,1.0,232,106,28,8500.0,89837.96,366.0,295,0.7864406779661017
2018-06-01,2.0,183,86,40,12900.0,95112.98,345.0,295,0.6203389830508474
2018-06-01,3.0,141,81,37,12200.0,75344.63,306.0,295,0.47796610169491527
2018-06-01,4.0,110,68,33,10000.0,51630.12,211.0,295,0.3728813559322034
2018-06-01,5.0,103,50,30,9100.0,26277.5,108.0,295,0.34915254237288135
2018-06-01,6.0,83,43,24,7300.0,30043.98,121.0,295,0.28135593220338984
2018-06-01,7.0,70,39,22,6100.0,22511.93,94.0,295,0.23728813559322035
2018-06-01,8.0,62,37,21,6300.0,35348.58,120.0,295,0.21016949152542372
2018-06-01,9.0,58,40,22,6200.0,39805.71,152.0,295,0.19661016949152543
2018-06-01,10.0,58,37,23,6700.0,28672.89,124.0,295,0.19661016949152543
2018-06-01,11.0,53,39,23,6700.0,27715.989999999998,114.0,295,0.17966101694915254
2018-06-01,12.0,42,32,21,6500.0,16682.55,71.0,295,0.1423728813559322
2018-06-01,13.0,36,31,17,5700.0,13925.78,53.0,295,0.12203389830508475
2018-06-01,14.0,29,21,12,4200.0,8990.82,42.0,295,0.09830508474576272
2018-06-01,15.0,27,18,10,3500.0,14244.45,55.0,295,0.09152542372881356
2018-06-01,16.0,27,13,8,2500.0,8907.17,38.0,295,0.09152542372881356
2018-06-01,17.0,28,17,10,3200.0,12120.06,58.0,295,0.09491525423728814
2018-06-01,18.0,37,21,9,2900.0,11612.72,43.0,295,0.12542372881355932
2018-06-01,19.0,34,16,9,3000.0,9689.28,41.0,295,0.1152542372881356
2018-06-01,20.0,34,13,6,2400.0,7938.360000000001,34.0,295,0.1152542372881356
2018-06-01,21.0,37,12,6,2100.0,8977.28,40.0,295,0.12542372881355932
2018-06-01,22.0,42,20,8,2800.0,19979.87,82.0,295,0.1423728813559322
2018-06-01,23.0,45,16,9,3000.0,10516.56,47.0,295,0.15254237288135594
2018-06-01,24.0,38,23,8,2500.0,16948.83,52.0,295,0.1288135593220339
2018-06-01,25.0,42,21,8,2500.0,13116.22,53.0,295,0.1423728813559322
2018-06-01,26.0,33,18,9,2700.0,10511.35,39.0,295,0.11186440677966102
2018-06-01,27.0,36,26,11,3100.0,23267.83,85.0,295,0.12203389830508475
2018-06-01,28.0,30,17,9,2700.0,9747.869999999999,34.0,295,0.1016949152542373
2018-06-01,29.0,31,11,7,2000.0,9967.630000000001,24.0,295,0.10508474576271186
2018-06-01,30.0,35,21,11,3300.0,11903.06,51.0,295,0.11864406779661017
2018-06-01,31.0,31,20,9,2900.0,16401.23,62.0,295,0.10508474576271186
2018-06-01,32.0,37,19,6,2100.0,13296.05,62.0,295,0.12542372881355932
2018-06-01,33.0,31,18,8,2800.0,11289.02,51.0,295,0.10508474576271186
2018-06-01,34.0,28,14,8,3100.0,8108.5,29.0,295,0.09491525423728814
2018-06-01,35.0,23,13,11,3700.0,7849.9,38.0,295,0.07796610169491526
2018-06-01,36.0,26,16,10,3200.0,9653.99,37.0,295,0.08813559322033898
2018-06-01,37.0,28,20,9,2400.0,14357.43,54.0,295,0.09491525423728814
2018-06-01,38.0,23,10,7,1700.0,3151.44,10.0,295,0.07796610169491526
2018-06-01,39.0,21,12,5,1000.0,5239.0,19.0,295,0.0711864406779661
2018-06-01,40.0,32,17,9,2100.0,10444.64,36.0,295,0.10847457627118644
2018-06-01,41.0,35,20,12,3300.0,15886.79,68.0,295,0.11864406779661017
2018-06-01,42.0,28,15,9,2400.0,11413.96,43.0,295,0.09491525423728814
2018-06-01,43.0,23,12,8,1900.0,8961.279999999999,29.0,295,0.07796610169491526
2018-06-01,44.0,29,21,6,1500.0,16471.89,58.0,295,0.09830508474576272
2018-06-01,45.0,35,12,5,1300.0,5930.04,22.0,295,0.11864406779661017
2018-06-01,46.0,30,14,4,1100.0,7120.04,35.0,295,0.1016949152542373
2018-06-01,47.0,34,15,8,2500.0,16393.08,62.0,295,0.1152542372881356
2018-06-01,48.0,28,16,8,2500.0,7848.24,39.0,295,0.09491525423728814
2018-06-01,49.0,30,17,6,1800.0,10460.59,39.0,295,0.1016949152542373
2018-06-01,50.0,25,12,6,1800.0,8109.08,28.0,295,0.0847457627118644
2018-06-01,51.0,27,14,7,1700.0,7127.3099999999995,28.0,295,0.09152542372881356
2018-06-01,52.0,24,12,6,1500.0,3353.46,16.0,295,0.08135593220338982
2018-06-01,53.0,27,15,7,1700.0,9331.75,33.0,295,0.09152542372881356
2018-06-01,54.0,25,12,5,1000.0,9597.68,32.0,295,0.0847457627118644
2018-06-01,55.0,30,15,7,1700.0,9401.72,48.0,295,0.1016949152542373
2018-07-01,0.0,346,125,18,5700.0,101208.81999999999,420.0,346,1.0
2018-07-01,1.0,259,109,27,7800.0,77473.67,323.0,346,0.7485549132947977
2018-07-01,2.0,210,95,33,9600.0,91521.13,375.0,346,0.6069364161849711
2018-07-01,3.0,166,81,38,11600.0,63667.15,250.0,346,0.4797687861271676
2018-07-01,4.0,127,63,32,9800.0,49562.04,210.0,346,0.3670520231213873
2018-07-01,5.0,110,60,33,10100.0,53149.5,216.0,346,0.3179190751445087
2018-07-01,6.0,92,64,29,9500.0,36171.14,159.0,346,0.2658959537572254
2018-07-01,7.0,80,41,26,8400.0,24682.47,113.0,346,0.23121387283236994
2018-07-01,8.0,67,37,24,8000.0,28241.81,107.0,346,0.1936416184971098
2018-07-01,9.0,57,38,24,8600.0,32650.26,140.0,346,0.16473988439306358
2018-07-01,10.0,62,35,23,9000.0,18963.85,73.0,346,0.1791907514450867
2018-07-01,11.0,57,31,19,7400.0,20438.83,80.0,346,0.16473988439306358
2018-07-01,12.0,47,28,21,7800.0,12358.21,61.0,346,0.13583815028901733
2018-07-01,13.0,40,27,17,6100.0,19273.329999999998,78.0,346,0.11560693641618497
2018-07-01,14.0,44,32,17,6000.0,25288.97,104.0,346,0.12716763005780346
2018-07-01,15.0,55,36,17,6000.0,22717.56,90.0,346,0.15895953757225434
2018-07-01,16.0,57,29,11,4500.0,12279.2,48.0,346,0.16473988439306358
2018-07-01,17.0,43,22,8,3300.0,12506.6,48.0,346,0.12427745664739884
